"","fecha","Point Forecast","Lo 80","Hi 80","Lo 95","Hi 95"
"2020.607","2020-08-10",3.86132623001612,2.62992960051102,5.09272285952123,1.97806760086498,5.74458485916727
"2020.611","2020-08-11",3.86512602608949,2.62867185877169,5.1015801934073,1.97413256033103,5.75611949184795
"2020.615","2020-08-13",3.85689344948126,2.61540006299176,5.09838683597075,1.95819316305927,5.75559373590324
"2020.619","2020-08-14",3.84185080360774,2.59533629338615,5.08836531382933,1.93547137110891,5.74823023610656
"2020.623","2020-08-16",3.78086113307179,2.52934337572918,5.03237889041439,1.86682989441347,5.69489237173011
"2020.627","2020-08-17",3.79018207227799,2.53367872985113,5.04668541470485,1.86852603921442,5.71183810534156
"2020.631","2020-08-18",3.84860890754635,2.58713743163728,5.11008038345542,1.91935476999965,5.77786304509304
"2020.635","2020-08-20",3.81536939657206,2.54894703237707,5.08179176076704,1.87854352879401,5.75219526435011
"2020.639","2020-08-21",3.89951566731582,2.6281594575475,5.17087187708413,1.95514413388607,5.84388720074556
"2020.643","2020-08-23",3.96370036051015,2.68742714921617,5.23997357180412,2.01180892217659,5.91559179884371
"2020.647","2020-08-24",3.95105993312988,2.66988636941197,5.2322334968478,1.9916740524963,5.91044581376346
"2020.651","2020-08-26",3.95721782324919,2.6711603648856,5.24327528161278,1.99036267031541,5.92407297618297
"2020.655","2020-08-27",3.9250759012572,2.63415081823197,5.21600098428244,1.95077635881652,5.89937544369788
"2020.659","2020-08-29",3.94818100123952,2.65240437918138,5.24395762329766,1.96646167013818,5.92990033234086
"2020.663","2020-08-30",3.9487517050913,2.64813944862542,5.24936396155717,1.95963690935445,5.93786650082814
"2020.667","2020-09-01",3.95219876979465,2.64676660580984,5.25763093377946,1.95571256162314,5.94868497796617
"2020.671","2020-09-02",3.97393929629378,2.66370277712796,5.28417581545959,1.9701054609359,5.97777313165165
"2020.675","2020-09-04",3.94148828546898,2.62646279201552,5.25651377892244,1.93033034597123,5.95264622496673
"2020.679","2020-09-05",3.93197860739867,2.61217935213611,5.25177786266123,1.91351982923928,5.95043738555805
"2020.683","2020-09-06",3.92547907608906,2.60092110603658,5.25003704614154,1.89974247169802,5.9512156804801
"2020.687","2020-09-08",3.94598633623998,2.616684535841,5.27528813663897,1.91299466940909,5.97897800307088
"2020.690","2020-09-09",3.96760306727788,2.63357216121394,5.30163397334181,1.92737885746425,6.00782727709151
"2020.694","2020-09-11",4.01309929095155,2.67435384688874,5.35184473501437,1.96566481747786,6.06053376442526
"2020.698","2020-09-12",4.01761788769271,2.67417231896254,5.36106345642288,1.96299519384729,6.07224058153813
"2020.702","2020-09-13",4.00847506139835,2.66034362961527,5.35660649318144,1.94668595843829,6.07026416435841
"2020.706","2020-09-15",4.07455038164605,2.72174719926331,5.42735356402878,2.0056164527061,6.143484310586
"2020.710","2020-09-16",4.0713390586237,2.7138780914296,5.4288000258178,1.99528166253389,6.14739645471351
"2020.714","2020-09-18",4.0572849156325,2.69517998518863,5.41938984607637,1.97412519064716,6.14044464061784
"2020.718","2020-09-19",4.11530151414434,2.74856630016766,5.48203672812102,2.02506038158516,6.20554264670352
"2020.722","2020-09-21",4.12810084195647,2.75674888464683,5.4994527992661,2.03079900977213,6.2254026741408
"2020.726","2020-09-22",4.12938525410122,2.75342995641591,5.50534055178654,2.02504322034601,6.23372728785644
"2020.730","2020-09-24",4.15643084989482,2.77588547977166,5.53697622001799,2.04506890612858,6.26779279366106
"2020.734","2020-09-25",4.16299376729517,2.77787145982571,5.54811607476462,2.04463200190691,6.28135553268342
"2020.738","2020-09-27",4.18539549323576,2.79570925278998,5.57508173368155,2.06005379469308,6.31073719177845
"2020.742","2020-09-28",4.16828872336229,2.77405142566607,5.5625260210585,2.03598678338863,6.30059066333594
"2020.746","2020-09-30",4.15353595931604,2.75476035348297,5.5523115651491,2.01429327599804,6.29277864263403
"2020.750","2020-10-01",4.12750247641112,2.7242011869297,5.53080376589255,1.98133835723781,6.27366659558443
"2020.754","2020-10-02",4.12174481845673,2.71393034713434,5.52955928977913,1.96867838329256,6.27481125362091
"2020.758","2020-10-04",4.21417534925762,2.80186007712246,5.62649062139278,2.0542255332512,6.37412516526404
"2020.762","2020-10-05",4.22290028791809,2.80609647708018,5.63970409875599,2.05608584434839,6.38971473148778
"2020.766","2020-10-07",4.18710042202386,2.76582021749629,5.60838062655143,2.01343992508554,6.36076091896218
"2020.770","2020-10-08",4.20398763961801,2.77824307109946,5.62973220813657,2.02349948714755,6.38447579208847
"2020.774","2020-10-10",4.28498163537005,2.8547846189897,5.7151786517504,2.09768405151441,6.47227921922569
"2020.778","2020-10-11",4.29530897551142,2.86067131553725,5.72994663548559,2.10122001334057,6.48939793768228
"2020.782","2020-10-13",4.3260722154878,2.88700560599919,5.76513882497641,2.1252097595528,6.5269346714228
"2020.786","2020-10-14",4.32728908998308,2.88380511650876,5.77077306345741,2.11967085882109,6.53490732114507
"2020.790","2020-10-16",4.25402663578829,2.80613677691045,5.70191649466612,2.0396701843759,6.46838308720068
"2020.794","2020-10-17",4.22019092192283,2.76790655084846,5.67247529299721,1.9991136440791,6.44126819976657
"2020.798","2020-10-19",4.23819419215964,2.78152657825967,5.69486180605962,2.01041332290013,6.46597506141916
"2020.802","2020-10-20",4.16642455109499,2.70538486141239,5.62746424077759,1.93195716893813,6.40089193325185
"2020.806","2020-10-21",4.04650652244104,2.58110582316846,5.51190722171362,1.80536955166801,6.28764349321407
"2020.810","2020-10-23",3.97921964888409,2.5094689068119,5.44897039095628,1.73142986175339,6.22700943601479
"2020.813","2020-10-24",4.00796200525191,2.53387208918737,5.48205192131645,1.75353602416983,6.26238798633399
"2020.817","2020-10-26",3.9199585084302,2.44154019058858,5.39837682627182,1.6589128080783,6.1810042087821
"2020.821","2020-10-27",3.88575443987798,2.4030183972462,5.36849048250975,1.61810534929865,6.1534035304573
"2020.825","2020-10-28",3.94263162328703,2.45558843896065,5.42967480761341,1.6683953279282,6.21686791864586
"2020.829","2020-10-30",3.95628845125438,2.46494861574848,5.44762828676028,1.67548099497436,6.2370959075344
"2020.833","2020-10-31",3.95971315737302,2.46408706990773,5.45533924483831,1.67235044440655,6.24707587033948
"2020.837","2020-11-02",3.94536930959003,2.44546727935128,5.44527133982878,1.65146710647642,6.23927151270364
"2020.841","2020-11-03",3.98204670392697,2.47787895130306,5.48621445655089,1.68162064140127,6.28247276645268
"2020.845","2020-11-05",4.09197489909051,2.58355155688512,5.6003982412959,1.78504047393866,6.39890932424237
"2020.849","2020-11-06",4.02332230364334,2.51065341826556,5.53599118902112,1.70989488052213,6.33674972676454
